,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8207,1145712358761075621,https://www.airbnb.com/rooms/1145712358761075621,20240928012050,2024-09-28,city scrape,Toppleilighet med 60 kvm privat takterasse,Penthouse with lovely views of all of Oslo and 60 sqm private roof terrace. <br /><br />Hans Nordahl street is a quiet and modern neighborhood where new construction and harmonious atmosphere create the perfect place to rent. <br /><br />A short walk from the apartment you will find everything from trendy cafes and cozy restaurants to cultural gems and green parks - everything is within easy reach in this vibrant corner of Oslo. Storo Storsenter is also just a walk away.<br /><br />Our guests have free parking in the garage during their stay.,,https://a0.muscache.com/pictures/hosting/Hosting-1145712358761075621/original/4e1b393f-fff6-45b0-ac13-3df26b8c4b66.jpeg,212226315,https://www.airbnb.com/users/show/212226315,Thommy,2018-08-28,"Oslo, Norway","Thommy Røvik, 32 år, bosatt i Oslo. Jobber som CEO i Medex Norge og er veldig sportslig aktiv. Løp/ski og sykling.",within a day,75%,57%,f,https://a0.muscache.com/im/pictures/user/User-212226315/original/c024c941-49d0-42e2-8a4e-6b3f1081507d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-212226315/original/c024c941-49d0-42e2-8a4e-6b3f1081507d.jpeg?aki_policy=profile_x_medium,,2,3,"['email', 'phone', 'work_email']",t,f,,Sagene,,59.94125,10.77896,Entire condo,Entire home/apt,5,1.0,1 bath,2.0,2.0,"[""Wine glasses"", ""Air conditioning"", ""Free street parking"", ""Freezer"", ""Dedicated workspace"", ""Free parking on premises"", ""EV charger - level 2"", ""Changing table - always at the listing"", ""Elevator"", ""Private outdoor kitchen"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Sound system"", ""Free dryer"", ""BBQ grill"", ""Washer"", ""TV"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Hair dryer"", ""Baking sheet"", ""Private patio or balcony"", ""Outdoor dining area"", ""Coffee maker: Nespresso"", ""Baby bath - always at the listing"", ""Siemens refrigerator"", ""Smoke alarm"", ""Dishwasher"", ""Board games"", ""Siemens  stainless steel double oven"", ""Barbecue utensils"", ""Backyard"", ""Kitchen"", ""Ethernet connection"", ""Portable fans"", ""Other induction stove"", ""Clamp on table seat high chair"", ""Children\u2019s dinnerware"", ""Dining table"", ""Coffee""]","$4,000.00",1,365,1,1,365,365,1.0,365.0,,t,29,59,89,269,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
8209,1145733362221354855,https://www.airbnb.com/rooms/1145733362221354855,20240928012050,2024-09-28,city scrape,Modern house in Oslo for a  white winter Christmas,"Have winter fun with the whole family in this modern, light and spacious house in a quiet location West of central Oslo.<br />Only available for Christmas, December 2024 to Jan 2025.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE0NTczMzM2MjIyMTM1NDg1NQ%3D%3D/original/82374b01-a670-4ee9-8346-724e2ed892c8.jpeg,209113450,https://www.airbnb.com/users/show/209113450,Jason,2018-08-12,"Oslo, Norway",,within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/206b34a1-1f68-4104-9bf3-9c9a3a4c21d5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/206b34a1-1f68-4104-9bf3-9c9a3a4c21d5.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Ullern,,59.927,10.65632,Entire townhouse,Entire home/apt,6,2.0,2 baths,4.0,4.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Blender"", ""Essentials"", ""Freezer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Books and reading material"", ""Bosch refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Free driveway parking on premises \u2013 1 space"", ""Dishes and silverware"", ""Bathtub"", ""Iron"", ""Piano"", ""Drying rack for clothing"", ""Private backyard \u2013 Fully fenced"", ""Hot water"", ""Free dryer \u2013 In building"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Private patio or balcony"", ""Self check-in"", ""Cleaning products"", ""HDTV with Netflix, Amazon Prime Video"", ""Game console: PS4"", ""Smoke alarm"", ""Dishwasher"", ""Board games"", ""Hangers"", ""Heating"", ""Private entrance"", ""Clothing storage: closet"", ""Toaster"", ""Siemens stainless steel single oven"", ""Kitchen"", ""Keypad"", ""Induction stove"", ""Free washer \u2013 In building"", ""Ethernet connection"", ""Outdoor furniture"", ""Dining table"", ""Coffee""]","$1,000.00",7,22,7,7,22,22,7.0,22.0,,t,21,51,75,247,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
8211,1145772703836267572,https://www.airbnb.com/rooms/1145772703836267572,20240928012050,2024-09-28,city scrape,Koselig leilighet på Manglerud,"Simple and peaceful accommodation, which is centrally located.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE0NTc3MjcwMzgzNjI2NzU3Mg%3D%3D/original/734354df-cdf5-4d8e-934f-72002aad8943.jpeg,504773933,https://www.airbnb.com/users/show/504773933,Mari,2023-03-10,,,within a day,100%,40%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,f,,Østensjø,,59.89396269999999,10.8141887,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,1.0,"[""Wine glasses"", ""Cooking basics"", ""Air conditioning"", ""Free parking on premises"", ""Refrigerator"", ""First aid kit"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""BBQ grill"", ""Washer"", ""Hot water"", ""Coffee maker"", ""TV"", ""Wifi"", ""Hot water kettle"", ""Baking sheet"", ""Cleaning products"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Microwave"", ""Toaster"", ""Oven"", ""Barbecue utensils"", ""Kitchen"", ""Stove""]",$971.00,2,30,2,2,30,30,2.0,30.0,,t,0,0,7,46,2024-09-28,1,1,0,2024-06-17,2024-06-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.29
8215,1146201170760560950,https://www.airbnb.com/rooms/1146201170760560950,20240928012050,2024-09-28,city scrape,Enebolig - kort vei til Oslo sentrum,"Single-family home with large grounds. The location of the property is central and children friendly.<br />Short distance to forest or city!<br />Home is on 3 levels.<br />Basement with laundry room and storage space.<br />1st floor with TV room, kitchen, living room, toilet and dining room.<br />The 2nd floor contains 3 airy bedrooms with the possibility of 4 bedrooms when using an extra mattress. <br />Seating area for 4 people but with the possibility of 6 people if needed.",,https://a0.muscache.com/pictures/hosting/Hosting-1146201170760560950/original/7d06efa4-ec46-4970-b59d-cf88b5d2ed8f.jpeg,25407159,https://www.airbnb.com/users/show/25407159,Marius,2014-12-30,"Oslo, Norway",mann 36,within a day,100%,,f,https://a0.muscache.com/im/users/25407159/profile_pic/1427475485/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/25407159/profile_pic/1427475485/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Vestre Aker,,59.9542643,10.6832222,Entire home,Entire home/apt,6,2.0,2 baths,4.0,0.0,"[""Wine glasses"", ""Ceiling fan"", ""Outdoor furniture"", ""Indoor fireplace"", ""Air conditioning"", ""Dedicated workspace"", ""Refrigerator"", ""Free parking on premises"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Bathtub"", ""Free dryer"", ""BBQ grill"", ""Washer"", ""Iron"", ""Ping pong table"", ""Exercise equipment"", ""TV"", ""Wifi"", ""Private patio or balcony"", ""Outdoor dining area"", ""Self check-in"", ""Smoke alarm"", ""Dishwasher"", ""Board games"", ""Microwave"", ""Toaster"", ""Sun loungers"", ""Oven"", ""Barbecue utensils"", ""Pets allowed"", ""Kitchen"", ""Keypad"", ""Extra pillows and blankets"", ""Sound system"", ""Children\u2019s dinnerware"", ""Dining table"", ""Coffee""]","$2,586.00",3,365,3,4,365,365,3.0,365.0,,t,0,0,5,13,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
8219,1146515116207539580,https://www.airbnb.com/rooms/1146515116207539580,20240928012050,2024-09-28,city scrape,Sleeke & serene: modern retreat,"Welcome to your modern, cozy, and spacious retreat in Oslo! Quiet yet central neighborhood, this flat offers comfort and convenience for your city stay. The fully equipped kitchen is perfect for meal preparation. With Storo Storsenter nearby, dining and shopping options abound. Akerselva river offers walking trails just around the corner.The outdoor space is ideal for lounging or family activities. Tram, bus, and subway access close by, makes exploring Oslo easy.",,https://a0.muscache.com/pictures/hosting/Hosting-1146515116207539580/original/b4d15d94-92b8-45e0-9aaf-c800033927bd.jpeg,574828407,https://www.airbnb.com/users/show/574828407,Maja Kristine,2024-04-29,,,within a day,90%,57%,f,https://a0.muscache.com/im/pictures/user/User-574828407/original/d0cf6e9d-07d2-4b92-a576-dfa396d1d5de.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-574828407/original/d0cf6e9d-07d2-4b92-a576-dfa396d1d5de.jpeg?aki_policy=profile_x_medium,,1,2,['phone'],t,t,,Sagene,,59.94218,10.7726,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dining table"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Dedicated workspace"", ""Refrigerator"", ""Piano"", ""Smoke alarm"", ""Hot water"", ""Heating""]","$1,000.00",2,10,2,2,10,10,2.0,10.0,,t,14,37,62,152,2024-09-28,2,2,0,2024-05-21,2024-08-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.46
8223,1147022350765449223,https://www.airbnb.com/rooms/1147022350765449223,20240928012050,2024-09-28,previous scrape,Koselig leilighet,"Apartment in quiet area, despite central location. Short distance to the public transport hub. Walking distance to the city center and parks. <br />Easy to get to by joining, public transport, as well as the airport bus that runs 24 hours a day. Easy to get to Oslo S by public transport.",,https://a0.muscache.com/pictures/hosting/Hosting-1147022350765449223/original/05de2a7d-d20f-4600-8136-f006d498216b.jpeg,227299936,https://www.airbnb.com/users/show/227299936,Hedda,2018-11-24,"Oslo, Norway",,within a day,100%,50%,f,https://a0.muscache.com/im/pictures/user/2685976f-3ca2-45f0-90f8-bcc85997dc48.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2685976f-3ca2-45f0-90f8-bcc85997dc48.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Grünerløkka,,59.93143935102132,10.781838186085224,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Kitchen"", ""Paid parking on premises"", ""Washer"", ""First aid kit"", ""Smoke alarm""]",,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,0,2024-09-28,2,2,0,2024-06-04,2024-06-11,4.5,4.5,5.0,4.0,5.0,4.5,5.0,,f,1,1,0,0,0.51
8262,1149422584883363526,https://www.airbnb.com/rooms/1149422584883363526,20240928012050,2024-09-28,city scrape,Stylish Modern Apartment in Heart of Grünerløkka,"Discover this sleek, modern apartment in the heart of Grunerløkka, Oslo. West-facing with a private balcony, it offers a relaxing view towards a park and ample sunlight. Just steps away (1min walk) from Oslo's trendiest cafes, shops, and bars, and a serene park. Ideal for travelers seeking style and convenience in Oslo's most vibrant neighborhood.",,https://a0.muscache.com/pictures/miso/Hosting-1149422584883363526/original/eb1b46e5-35cf-4176-91e4-46a59cfa7190.jpeg,68395585,https://www.airbnb.com/users/show/68395585,Kjartan,2016-04-22,"Oslo, Norway",From Norway and lives in Oslo.,within a day,100%,,f,https://a0.muscache.com/im/pictures/user/63e14307-5a6b-444e-9804-af8b46369826.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/63e14307-5a6b-444e-9804-af8b46369826.jpg?aki_policy=profile_x_medium,Majorstuen,3,3,"['email', 'phone', 'work_email']",t,t,,Grünerløkka,,59.92302572675331,10.75502315590427,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Housekeeping - included with your stay"", ""Room-darkening shades"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Washer"", ""Clothing storage: closet and dresser"", ""Bluetooth sound system"", ""TV"", ""Wifi"", ""Private patio or balcony"", ""Outdoor dining area"", ""Cleaning products"", ""Paid parking on premises"", ""Smoke alarm"", ""Dishwasher"", ""Hangers"", ""Microwave"", ""Kitchen"", ""Other induction stove"", ""Coffee""]","$1,500.00",4,365,4,4,365,365,4.0,365.0,,t,6,6,32,37,2024-09-28,0,0,0,,,,,,,,,,,f,1,1,0,0,
8267,1149810819932299083,https://www.airbnb.com/rooms/1149810819932299083,20240928012050,2024-09-28,city scrape,Beautiful apartment in Sagene district,"This charming apartment in Torshov is ideally situated on the third floor and offers high ceilings, a sunny balcony, and a fireplace. It features a spacious bedroom with an integrated workspace, a beautiful kitchen, and a modern bathroom. The location provides quick access to both the city center and green recreational areas. This is a fully equipped apartment that has everything you need for a comfortable and fulfilling stay.",,https://a0.muscache.com/pictures/miso/Hosting-1149810819932299083/original/f5b61d0b-3120-4695-9365-2866ffd004d6.jpeg,76692222,https://www.airbnb.com/users/show/76692222,Emilie Krogh,2016-06-09,"Oslo, Norway",,within a day,100%,30%,f,https://a0.muscache.com/im/pictures/user/9934ff79-92f2-4639-8586-816c2e938b69.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9934ff79-92f2-4639-8586-816c2e938b69.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Sagene,,59.93331,10.76399,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Blender"", ""Essentials"", ""Outdoor furniture"", ""Body soap"", ""Indoor fireplace"", ""Freezer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""First aid kit"", ""Books and reading material"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Single oven"", ""BBQ grill"", ""Washer"", ""Iron"", ""Piano"", ""Drying rack for clothing"", ""Clothing storage: closet and dresser"", ""Hot water"", ""TV"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Baking sheet"", ""Private patio or balcony"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor dining area"", ""Cleaning products"", ""Coffee maker: drip coffee maker, Nespresso"", ""Paid parking on premises"", ""Smoke alarm"", ""Dishwasher"", ""Hangers"", ""Central heating"", ""Toaster"", ""Kitchen"", ""Other induction stove"", ""Extra pillows and blankets"", ""Dining table""]",$940.00,14,30,14,14,30,30,14.0,30.0,,t,10,10,22,202,2024-09-28,2,2,2,2024-09-01,2024-09-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,2.0
8276,1149943868571841403,https://www.airbnb.com/rooms/1149943868571841403,20240928012050,2024-09-28,city scrape,Ny leilighet på Grünerløkka,"Apartment centrally located at Løren, 4 min. walking distance from the nearest subway. From here it takes only 15 min to the center of Oslo. <br />At Løren you will find most of the services you need: shops, dining, bar and gym. At the same time, it is quiet and quiet area with many parks.",,https://a0.muscache.com/pictures/hosting/Hosting-1149943868571841403/original/462ede65-eea8-422c-83ea-299283b06930.jpeg,138704526,https://www.airbnb.com/users/show/138704526,Yury,2017-07-05,"Oslo, Norway",,within a day,75%,50%,f,https://a0.muscache.com/im/pictures/user/e781664f-7aa2-4fc5-a0e6-19497839d71d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e781664f-7aa2-4fc5-a0e6-19497839d71d.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Grünerløkka,,59.929822968424574,10.794629640877249,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Wine glasses"", ""Cooking basics"", ""Blender"", ""Essentials"", ""Body soap"", ""Refrigerator"", ""Elevator"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Single oven"", ""Washer"", ""Hot water"", ""Conditioner"", ""TV"", ""Wifi"", ""Cleaning products"", ""Smoke alarm"", ""Dishwasher"", ""Paid parking garage off premises"", ""Central heating"", ""Barbecue utensils"", ""Kitchen"", ""Other induction stove"", ""Dining table"", ""Coffee"", ""Shampoo""]","$1,400.00",2,365,2,2,365,365,2.0,365.0,,t,3,12,18,193,2024-09-28,1,1,1,2024-09-01,2024-09-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,1.0
8277,1149987144541816496,https://www.airbnb.com/rooms/1149987144541816496,20240928012050,2024-09-28,city scrape,Flott hus med hage,"Here you can recharge and enjoy Oslo!  <br /><br />The accommodation is on one level, with exit to a large and sunny garden from the living room. The garden has several seating/dining areas, and a gas grill if you want to grill. <br /><br />The living room is spacious with a separated dining area. The kitchen is rich and practical and has its own dining area. <br /><br />Østmarka is the closest neighbor with access to an endless network of paths and good bathing waters. <br /><br />In 10 minutes you are at Tveitasenteret, here the track also goes to Oslo city center and beyond.",,https://a0.muscache.com/pictures/hosting/Hosting-1149987144541816496/original/90339c6c-11a5-4f69-9058-e41c83383710.jpeg,19214798,https://www.airbnb.com/users/show/19214798,Åse,2014-07-31,,,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-19214798/original/1a7021e4-edd7-4e4e-bf5e-b9afb4d9d62d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-19214798/original/1a7021e4-edd7-4e4e-bf5e-b9afb4d9d62d.jpeg?aki_policy=profile_x_medium,,2,2,['phone'],t,f,,Alna,,59.9159176,10.851293,Entire home,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Lockbox"", ""Indoor fireplace"", ""Kitchen"", ""Outdoor dining area"", ""Self check-in"", ""BBQ grill"", ""Washer"", ""Dedicated workspace"", ""Free parking on premises"", ""Smoke alarm""]","$1,090.00",5,10,5,5,10,10,5.0,10.0,,t,2,2,2,177,2024-09-28,3,3,0,2024-07-09,2024-07-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,1.1
8278,1149990938386132824,https://www.airbnb.com/rooms/1149990938386132824,20240928012050,2024-09-28,previous scrape,Gjesterom nær Løren,"Simple and peaceful accommodation located between Carl Berners plass, Løren and Hasle. Guest room with foldable bed. Other common area such as living room, kitchen and bathroom are shared with the hosts. Garden with terrace and furnishings is perfect on nice days. Welcome to come and stay with us!",,https://a0.muscache.com/pictures/miso/Hosting-1149990938386132824/original/e1a9ccd0-067b-4b56-a7d1-0ea421eca13a.jpeg,107732650,https://www.airbnb.com/users/show/107732650,Arne Olavson,2016-12-19,"Oslo, Norway",Friendly Norwegian.,within a day,100%,75%,f,https://a0.muscache.com/im/pictures/user/6e39c274-6a3e-4154-823e-45f6fc82cd6b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6e39c274-6a3e-4154-823e-45f6fc82cd6b.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,f,,Grünerløkka,,59.92829,10.78733,Private room in condo,Private room,1,,1 shared bath,,,"[""Bed linens"", ""TV"", ""Room-darkening shades"", ""Fire extinguisher"", ""Wifi"", ""Host greets you"", ""Body soap"", ""Kitchen"", ""Washer"", ""Iron"", ""First aid kit"", ""Smoke alarm"", ""Hot water"", ""Shampoo"", ""Heating""]",,1,3,1,1,3,3,1.0,3.0,,t,0,0,0,0,2024-09-28,2,2,0,2024-06-09,2024-07-07,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,f,1,0,1,0,0.54
